"Cob","CobLog","past.o","past","Lemma.Class","Lemma.Cob","Lemma.CobLog","present.o","present","ending.2","ending.3","regular","category","class","monosyl","moder"
273,1.1761,"caused","k$zd","V",3074,2.23,"cause","k$z","ed","","Y",NA,"regular",TRUE,NA
6,0,"cautioned","k$SHd","V",41,0.3,"caution","k$SH","ed","","Y",NA,"regular",FALSE,NA
1,0,"cawed","k$d","V",13,0,"caw","k$","ed","","Y",NA,"regular",TRUE,NA
79,0.6021,"ceased","sist","V",659,1.57,"cease","sis","ed","","Y",NA,"regular",TRUE,NA
2,0,"ceded","sidId","V",16,0,"cede","sid","ed","","Y","ove","regular",TRUE,"DROVE"
24,0,"celebrated","sElIbr1tId","V",409,1.36,"celebrate","sElIbr1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"cemented","sImEntId","V",57,0.48,"cement","sImEnt","ed","","Y",NA,"regular",FALSE,NA
5,0,"censored","sEns@d","V",63,0.6,"censor","sEns@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"censured","sEnS@d","V",26,0,"censure","sEnS@R","ed","","Y",NA,"regular",FALSE,NA
27,0.301,"centralized","sEntr@l2zd","V",149,0.9,"centralize","sEntr@l2z","ed","","Y",NA,"regular",FALSE,NA
30,0.301,"centred","sEnt@d","V",222,1.08,"centre","sEnt@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"certified","s3tIf2d","V",32,0.3,"certify","s3tIf2","ed","","Y",NA,"regular",FALSE,NA
3,0,"chafed","J1ft","V",39,0.3,"chafe","J1f","ed","","Y",NA,"regular",TRUE,NA
1,0,"chaffed","J#ft","V",13,0,"chaff","J#f","ed","","Y",NA,"regular",TRUE,NA
2,0,"chagrined","S{grInd","V",10,0,"chagrin","S{grIn","ed","","Y",NA,"regular",FALSE,NA
20,0,"chained","J1nd","V",106,0.78,"chain","J1n","ed","","Y",NA,"regular",TRUE,NA
1,0,"chain-smoked","J1nsm5kt","V",11,0,"chain-smoke","J1nsm5k","ed","","Y",NA,"regular",FALSE,NA
6,0,"chaired","J8d","V",71,0.6,"chair","J8R","ed","","Y",NA,"regular",TRUE,NA
2,0,"chalked","J$kt","V",22,0,"chalk","J$k","ed","","Y",NA,"regular",TRUE,NA
46,0.4771,"challenged","J{lIn_d","V",545,1.48,"challenge","J{lIn_","ed","","Y",NA,"regular",FALSE,NA
2,0,"championed","J{mpj@nd","V",31,0.3,"champion","J{mpj@n","ed","","Y",NA,"regular",FALSE,NA
4,0,"chanced","J#nst","V",27,0.3,"chance","J#ns","ed","","Y",NA,"regular",TRUE,NA
821,1.6628,"changed","J1n_d","V",8239,2.66,"change","J1n_","ed","","Y",NA,"regular",TRUE,NA
10,0,"channelled","J{nPd","V",106,0.78,"channel","J{nP","ed","","Y",NA,"regular",FALSE,NA
9,0,"chanted","J#ntId","V",136,0.9,"chant","J#nt","ed","","Y","mono","regular",TRUE,NA
1,0,"chapped","J{pt","V",25,0,"chap","J{p","ed","","Y",NA,"regular",TRUE,NA
8,0,"charred","J#d","V",49,0.48,"char","J#R","ed","","Y",NA,"regular",TRUE,NA
36,0.301,"characterized","k{r@kt@r2zd","V",284,1.2,"characterize","k{r@kt@r2z","ed","","Y",NA,"regular",FALSE,NA
98,0.699,"charged","J#_d","V",808,1.65,"charge","J#_","ed","","Y",NA,"regular",TRUE,NA
10,0,"charmed","J#md","V",75,0.6,"charm","J#m","ed","","Y",NA,"regular",TRUE,NA
4,0,"charted","J#tId","V",31,0.3,"chart","J#t","ed","","Y","mono","regular",TRUE,NA
11,0,"chartered","J#t@d","V",66,0.6,"charter","J#t@R","ed","","Y",NA,"regular",FALSE,NA
28,0.301,"chased","J1st","V",363,1.3,"chase","J1s","ed","","Y",NA,"regular",TRUE,NA
3,0,"chastened","J1sHd","V",25,0,"chasten","J1sH","ed","","Y",NA,"regular",FALSE,NA
2,0,"chastised","J{st2zd","V",15,0,"chastise","J{st2z","ed","","Y",NA,"regular",FALSE,NA
14,0,"chatted","J{tId","V",209,1.08,"chat","J{t","ed","","Y","mono","regular",TRUE,NA
13,0,"chattered","J{t@d","V",183,1,"chatter","J{t@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"cheapened","Jip@nd","V",16,0,"cheapen","Jip@n","ed","","Y",NA,"regular",FALSE,NA
19,0,"cheated","JitId","V",250,1.15,"cheat","Jit","ed","","Y","ove","regular",TRUE,"DROVE"
101,0.7782,"checked","JEkt","V",1488,1.92,"check","JEk","ed","","Y",NA,"regular",TRUE,NA
1,0,"cheeked","Jikt","V",14,0,"cheek","Jik","ed","","Y",NA,"regular",TRUE,"DROVE"
22,0,"cheered","J7d","V",270,1.18,"cheer","J7R","ed","","Y",NA,"regular",TRUE,NA
6,0,"chequered","JEk@d","V",44,0.3,"chequer","JEk@R","ed","","Y",NA,"regular",FALSE,NA
18,0,"cherished","JErISt","V",157,0.95,"cherish","JErIS","ed","","Y",NA,"regular",FALSE,NA
21,0,"chewed","Jud","V",361,1.3,"chew","Ju","ed","","Y",NA,"regular",TRUE,NA
4,0,"chided","J2dId","V",34,0.3,"chide","J2d","ed","","Y","ove","regular",TRUE,"DROVE"
12,0,"chilled","JIld","V",171,1,"chill","JIl","ed","","Y","novowelt","regular",TRUE,"BURNT"
6,0,"chimed","J2md","V",55,0.48,"chime","J2m","ed","","Y",NA,"regular",TRUE,NA
13,0,"chipped","JIpt","V",100,0.78,"chip","JIp","ed","","Y",NA,"regular",TRUE,NA
1,0,"chirped","J3pt","V",18,0,"chirp","J3p","ed","","Y",NA,"regular",TRUE,NA
2,0,"chiselled","JIzPd","V",18,0,"chisel","JIzP","ed","","Y",NA,"regular",FALSE,NA
1,0,"chivied","JIvId","V",33,0.3,"chivy","JIvI","ed","","Y",NA,"regular",FALSE,NA
21,0,"choked","J5kt","V",258,1.15,"choke","J5k","ed","","Y",NA,"regular",TRUE,NA
42,0.301,"chopped","JQpt","V",349,1.28,"chop","JQp","ed","","Y",NA,"regular",TRUE,NA
2,0,"chorused","k$r@st","V",20,0,"chorus","k$r@s","ed","","Y",NA,"regular",FALSE,NA
11,0,"christened","krIsHd","V",72,0.6,"christen","krIsH","ed","","Y",NA,"regular",FALSE,NA
2,0,"chronicled","krQnIkPd","V",22,0,"chronicle","krQnIkP","ed","","Y",NA,"regular",FALSE,NA
7,0,"chucked","JVkt","V",86,0.7,"chuck","JVk","ed","","Y",NA,"regular",TRUE,NA
14,0,"chuckled","JVkPd","V",114,0.78,"chuckle","JVkP","ed","","Y",NA,"regular",FALSE,NA
3,0,"chugged","JVgd","V",37,0.3,"chug","JVg","ed","","Y",NA,"regular",TRUE,NA
7,0,"churned","J3nd","V",89,0.7,"churn","J3n","ed","","Y","novowelt","regular",TRUE,"BURNT"
2,0,"ciphered","s2f@d","V",11,0,"cipher","s2f@R","ed","","Y",NA,"regular",FALSE,NA
17,0,"circled","s3kPd","V",201,1.04,"circle","s3kP","ed","","Y",NA,"regular",FALSE,NA
18,0,"circulated","s3kjUl1tId","V",218,1.08,"circulate","s3kjUl1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"circumcised","s3k@ms2zd","V",29,0.3,"circumcise","s3k@ms2z","ed","","Y",NA,"regular",FALSE,NA
5,0,"circumscribed","s3k@mskr2bd","V",25,0,"circumscribe","s3k@mskr2b","ed","","Y",NA,"regular",FALSE,NA
1,0,"circumvented","s3k@mvEntId","V",17,0,"circumvent","s3k@mvEnt","ed","","Y",NA,"regular",FALSE,NA
21,0,"cited","s2tId","V",192,1.04,"cite","s2t","ed","","Y","ove","regular",TRUE,"DROVE"
56,0.4771,"civilized","sIvIl2zd","V",318,1.26,"civilize","sIvIl2z","ed","","Y",NA,"regular",FALSE,NA
136,0.9031,"claimed","kl1md","V",1794,2,"claim","kl1m","ed","","Y",NA,"regular",TRUE,NA
12,0,"clambered","kl{mb@d","V",140,0.9,"clamber","kl{mb@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"clamoured","kl{m@d","V",59,0.48,"clamour","kl{m@R","ed","","Y",NA,"regular",FALSE,NA
10,0,"clamped","kl{mpt","V",79,0.6,"clamp","kl{mp","ed","","Y",NA,"regular",TRUE,NA
5,0,"clanged","kl{Nd","V",56,0.48,"clang","kl{N","ed","","Y",NA,"regular",TRUE,NA
1,0,"clanked","kl{Nkt","V",45,0.48,"clank","kl{Nk","ed","","Y",NA,"regular",TRUE,NA
21,0,"clapped","kl{pt","V",208,1.08,"clap","kl{p","ed","","Y",NA,"regular",TRUE,NA
9,0,"clarified","kl{rIf2d","V",142,0.9,"clarify","kl{rIf2","ed","","Y",NA,"regular",FALSE,NA
6,0,"clashed","kl{St","V",85,0.7,"clash","kl{S","ed","","Y",NA,"regular",TRUE,NA
26,0,"clasped","kl#spt","V",224,1.08,"clasp","kl#sp","ed","","Y",NA,"regular",TRUE,NA
8,0,"classed","kl#st","V",63,0.6,"class","kl#s","ed","","Y",NA,"regular",TRUE,NA
21,0,"classified","kl{sIf2d","V",160,0.95,"classify","kl{sIf2","ed","","Y",NA,"regular",FALSE,NA
10,0,"clattered","kl{t@d","V",117,0.85,"clatter","kl{t@R","ed","","Y",NA,"regular",FALSE,NA
8,0,"clawed","kl$d","V",104,0.78,"claw","kl$","ed","","Y",NA,"regular",TRUE,NA
45,0.4771,"cleaned","klind","V",1083,1.78,"clean","klin","ed","","Y","vowelt","regular",TRUE,"KEPT"
3,0,"cleansed","klEnzd","V",59,0.48,"cleanse","klEnz","ed","","Y",NA,"regular",TRUE,NA
101,0.7782,"cleared","kl7d","V",879,1.69,"clear","kl7R","ed","","Y",NA,"regular",TRUE,NA
2,0,"cleaved","klivd","V",75,0.6,"cleave","kliv","ed","","Y","ove","regular",TRUE,"DROVE"
29,0.301,"clenched","klEnJt","V",176,1,"clench","klEnJ","ed","","Y",NA,"regular",TRUE,NA
16,0,"clicked","klIkt","V",163,0.95,"click","klIk","ed","","Y",NA,"regular",TRUE,NA
2,0,"climaxed","kl2m{kst","V",15,0,"climax","kl2m{ks","ed","","Y",NA,"regular",FALSE,NA
121,0.8451,"climbed","kl2md","V",1643,1.96,"climb","kl2m","ed","","Y",NA,"regular",TRUE,NA
3,0,"clinched","klInJt","V",41,0.3,"clinch","klInJ","ed","","Y",NA,"regular",TRUE,NA
2,0,"clinked","klINkt","V",32,0.3,"clink","klINk","ed","","Y","ablaut","regular",TRUE,"SANG"
11,0,"clipped","klIpt","V",85,0.7,"clip","klIp","ed","","Y",NA,"regular",TRUE,NA
8,0,"clipped","klIpt","V",56,0.48,"clip","klIp","ed","","Y",NA,"regular",TRUE,NA
3,0,"cloaked","kl5kt","V",16,0,"cloak","kl5k","ed","","Y",NA,"regular",TRUE,NA
3,0,"clobbered","klQb@d","V",31,0.3,"clobber","klQb@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"clocked","klQkt","V",23,0,"clock","klQk","ed","","Y",NA,"regular",TRUE,NA
8,0,"clogged","klQgd","V",72,0.6,"clog","klQg","ed","","Y",NA,"regular",TRUE,NA
4,0,"cloistered","kl4st@d","V",20,0,"cloister","kl4st@R","ed","","Y",NA,"regular",FALSE,NA
217,1.0792,"closed","kl5zd","V",2157,2.08,"close","kl5z","ed","","Y",NA,"regular",TRUE,NA
3,0,"closeted","klQzItId","V",16,0,"closet","klQzIt","ed","","Y",NA,"regular",FALSE,NA
6,0,"clotted","klQtId","V",52,0.48,"clot","klQt","ed","","Y","mono","regular",TRUE,NA
25,0,"clothed","kl5Dd","V",158,0.95,"clothe","kl5D","ed","","Y",NA,"regular",TRUE,NA
12,0,"clouded","kl6dId","V",97,0.7,"cloud","kl6d","ed","","Y",NA,"regular",TRUE,NA
1,0,"clouted","kl6tId","V",15,0,"clout","kl6t","ed","","Y","mono","regular",TRUE,NA
4,0,"clubbed","klVbd","V",26,0,"club","klVb","ed","","Y",NA,"regular",TRUE,NA
2,0,"clucked","klVkt","V",25,0,"cluck","klVk","ed","","Y",NA,"regular",TRUE,NA
2,0,"clumped","klVmpt","V",32,0.3,"clump","klVmp","ed","","Y",NA,"regular",TRUE,NA
16,0,"clustered","klVst@d","V",115,0.78,"cluster","klVst@R","ed","","Y",NA,"regular",FALSE,NA
26,0,"clutched","klVJt","V",374,1.32,"clutch","klVJ","ed","","Y",NA,"regular",TRUE,NA
13,0,"cluttered","klVt@d","V",91,0.7,"clutter","klVt@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"co-opted","k5QptId","V",23,0,"co-opt","k5Qpt","ed","","Y",NA,"regular",FALSE,NA
19,0,"co-ordinated","k5$dIn1tId","V",261,1.18,"co-ordinate","k5$dIn1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"coached","k5Jt","V",103,0.78,"coach","k5J","ed","","Y",NA,"regular",TRUE,NA
1,0,"coagulated","k5{gjUl1tId","V",11,0,"coagulate","k5{gjUl1t","ed","","Y",NA,"regular",FALSE,NA
3,0,"coalesced","k5@lEst","V",32,0.3,"coalesce","k5@lEs","ed","","Y",NA,"regular",FALSE,NA
2,0,"coarsened","k$sHd","V",16,0,"coarsen","k$sH","ed","","Y",NA,"regular",FALSE,NA
3,0,"coasted","k5stId","V",25,0,"coast","k5st","ed","","Y","mono","regular",TRUE,NA
12,0,"coated","k5tId","V",114,0.78,"coat","k5t","ed","","Y","mono","regular",TRUE,NA
8,0,"coaxed","k5kst","V",88,0.7,"coax","k5ks","ed","","Y",NA,"regular",TRUE,NA
8,0,"cobbled","kQbPd","V",45,0.48,"cobble","kQbP","ed","","Y",NA,"regular",FALSE,NA
17,0,"cocked","kQkt","V",122,0.85,"cock","kQk","ed","","Y",NA,"regular",TRUE,NA
3,0,"cocooned","k@kund","V",19,0,"cocoon","k@kun","ed","","Y",NA,"regular",FALSE,NA
2,0,"coddled","kQdPd","V",18,0,"coddle","kQdP","ed","","Y",NA,"regular",FALSE,NA
11,0,"coded","k5dId","V",81,0.7,"code","k5d","ed","","Y",NA,"regular",TRUE,NA
2,0,"codified","k5dIf2d","V",19,0,"codify","k5dIf2","ed","","Y",NA,"regular",FALSE,NA
2,0,"coerced","k53st","V",30,0.3,"coerce","k53s","ed","","Y",NA,"regular",FALSE,NA
1,0,"coexisted","k5IgzIstId","V",27,0.3,"coexist","k5IgzIst","ed","","Y",NA,"regular",FALSE,NA
11,0,"coiled","k4ld","V",91,0.7,"coil","k4l","ed","","Y",NA,"regular",TRUE,NA
8,0,"coined","k4nd","V",56,0.48,"coin","k4n","ed","","Y",NA,"regular",TRUE,NA
15,0,"coincided","k5Ins2dId","V",189,1.04,"coincide","k5Ins2d","ed","","Y",NA,"regular",FALSE,NA
6,0,"collaborated","k@l{b@r1tId","V",72,0.6,"collaborate","k@l{b@r1t","ed","","Y",NA,"regular",FALSE,NA
55,0.4771,"collapsed","k@l{pst","V",518,1.46,"collapse","k@l{ps","ed","","Y",NA,"regular",FALSE,NA
2,0,"collated","k@l1tId","V",17,0,"collate","k@l1t","ed","","Y",NA,"regular",FALSE,NA
97,0.699,"collected","k@lEktId","V",1252,1.85,"collect","k@lEkt","ed","","Y",NA,"regular",FALSE,NA
5,0,"collectivized","k@lEktIv2zd","V",25,0,"collectivize","k@lEktIv2z","ed","","Y",NA,"regular",FALSE,NA
5,0,"collided","k@l2dId","V",93,0.7,"collide","k@l2d","ed","","Y",NA,"regular",FALSE,NA
1,0,"colluded","k@ludId","V",11,0,"collude","k@lud","ed","","Y",NA,"regular",FALSE,NA
13,0,"colonized","kQl@n2zd","V",96,0.7,"colonize","kQl@n2z","ed","","Y",NA,"regular",FALSE,NA
11,0,"coloured","kVl@d","V",102,0.78,"colour","kVl@R","ed","","Y",NA,"regular",FALSE,NA
17,0,"combed","k5md","V",159,0.95,"comb","k5m","ed","","Y",NA,"regular",TRUE,NA
2,0,"combatted","kQmb{tId","V",217,1.08,"combat","kQmb{t","ed","","Y",NA,"regular",FALSE,NA
152,0.9031,"combined","k@mb2nd","V",1190,1.82,"combine","k@mb2n","ed","","Y",NA,"regular",FALSE,NA
19,0,"comforted","kVmf@tId","V",378,1.32,"comfort","kVmf@t","ed","","Y",NA,"regular",FALSE,NA
65,0.6021,"commanded","k@m#ndId","V",508,1.45,"command","k@m#nd","ed","","Y",NA,"regular",FALSE,NA
3,0,"commandeered","kQm@nd7d","V",23,0,"commandeer","kQm@nd7R","ed","","Y",NA,"regular",FALSE,NA
3,0,"commemorated","k@mEm@r1tId","V",57,0.48,"commemorate","k@mEm@r1t","ed","","Y",NA,"regular",FALSE,NA
6,0,"commenced","k@mEnst","V",72,0.6,"commence","k@mEns","ed","","Y",NA,"regular",FALSE,NA
5,0,"commended","k@mEndId","V",78,0.6,"commend","k@mEnd","ed","","Y",NA,"regular",FALSE,NA
49,0.4771,"commented","kQmEntId","V",444,1.4,"comment","kQmEnt","ed","","Y",NA,"regular",FALSE,NA
3,0,"commercialized","k@m3S@l2zd","V",15,0,"commercialize","k@m3S@l2z","ed","","Y",NA,"regular",FALSE,NA
24,0,"commissioned","k@mISHd","V",150,0.9,"commission","k@mISH","ed","","Y",NA,"regular",FALSE,NA
101,0.7782,"committed","k@mItId","V",958,1.72,"commit","k@mIt","ed","","Y",NA,"regular",FALSE,NA
1,0,"communed","k@mjund","V",13,0,"commune","k@mjun","ed","","Y",NA,"regular",FALSE,NA
16,0,"communicated","k@mjunIk1tId","V",427,1.38,"communicate","k@mjunIk1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"commuted","k@mjutId","V",50,0.48,"commute","k@mjut","ed","","Y",NA,"regular",FALSE,NA
189,1.0414,"compared","k@mp8d","V",1511,1.92,"compare","k@mp8R","ed","","Y",NA,"regular",FALSE,NA
1,0,"compartmentalized","kQmp#tmEntP2zd","V",13,0,"compartmentalize","kQmp#tmEntP2z","ed","","Y",NA,"regular",FALSE,NA
54,0.4771,"compelled","k@mpEld","V",410,1.36,"compel","k@mpEl","ed","","Y",NA,"regular",FALSE,NA
11,0,"compensated","kQmpEns1tId","V",217,1.08,"compensate","kQmpEns1t","ed","","Y",NA,"regular",FALSE,NA
6,0,"competed","k@mpitId","V",469,1.42,"compete","k@mpit","ed","","Y",NA,"regular",FALSE,NA
13,0,"compiled","k@mp2ld","V",98,0.7,"compile","k@mp2l","ed","","Y",NA,"regular",FALSE,NA
70,0.6021,"complained","k@mpl1nd","V",927,1.72,"complain","k@mpl1n","ed","","Y",NA,"regular",FALSE,NA
4,0,"complemented","kQmplImEntId","V",63,0.6,"complement","kQmplImEnt","ed","","Y",NA,"regular",FALSE,NA
111,0.7782,"completed","k@mplitId","V",865,1.68,"complete","k@mplit","ed","","Y",NA,"regular",FALSE,NA
15,0,"complicated","kQmplIk1tId","V",134,0.85,"complicate","kQmplIk1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"complimented","kQmplImEntId","V",36,0.3,"compliment","kQmplImEnt","ed","","Y",NA,"regular",FALSE,NA
5,0,"complied","k@mpl2d","V",112,0.78,"comply","k@mpl2","ed","","Y",NA,"regular",FALSE,NA
62,0.4771,"composed","k@mp5zd","V",472,1.42,"compose","k@mp5z","ed","","Y",NA,"regular",FALSE,NA
18,0,"compounded","k@mp6ndId","V",137,0.9,"compound","k@mp6nd","ed","","Y",NA,"regular",FALSE,NA
2,0,"comprehended","kQmprIhEndId","V",137,0.9,"comprehend","kQmprIhEnd","ed","","Y",NA,"regular",FALSE,NA
25,0,"compressed","k@mprEst","V",173,1,"compress","k@mprEs","ed","","Y",NA,"regular",FALSE,NA
7,0,"comprised","k@mpr2zd","V",200,1.04,"comprise","k@mpr2z","ed","","Y",NA,"regular",FALSE,NA
7,0,"compromised","kQmpr@m2zd","V",113,0.78,"compromise","kQmpr@m2z","ed","","Y",NA,"regular",FALSE,NA
3,0,"computed","k@mpjutId","V",118,0.85,"compute","k@mpjut","ed","","Y",NA,"regular",FALSE,NA
10,0,"computerized","k@mpjut@r2zd","V",57,0.48,"computerize","k@mpjut@r2z","ed","","Y",NA,"regular",FALSE,NA
6,0,"conned","kQnd","V",57,0.48,"con","kQn","ed","","Y",NA,"regular",TRUE,NA
55,0.4771,"concealed","k@nsild","V",575,1.51,"conceal","k@nsil","ed","","Y",NA,"regular",FALSE,NA
23,0,"conceded","k@nsidId","V",255,1.15,"concede","k@nsid","ed","","Y",NA,"regular",FALSE,NA
45,0.4771,"conceived","k@nsivd","V",361,1.3,"conceive","k@nsiv","ed","","Y",NA,"regular",FALSE,NA
55,0.4771,"concentrated","kQns@ntr1tId","V",1084,1.78,"concentrate","kQns@ntr1t","ed","","Y",NA,"regular",FALSE,NA
10,0,"concerned","k@ns3nd","V",421,1.36,"concern","k@ns3n","ed","","Y",NA,"regular",FALSE,NA
91,0.699,"concluded","k@nkludId","V",763,1.63,"conclude","k@nklud","ed","","Y",NA,"regular",FALSE,NA
6,0,"concocted","k@nkQktId","V",46,0.48,"concoct","k@nkQkt","ed","","Y",NA,"regular",FALSE,NA
4,0,"concurred","k@nk3d","V",39,0.3,"concur","k@nk3R","ed","","Y",NA,"regular",FALSE,NA
58,0.4771,"condemned","k@ndEmd","V",518,1.46,"condemn","k@ndEm","ed","","Y",NA,"regular",FALSE,NA
9,0,"condensed","k@ndEnst","V",71,0.6,"condense","k@ndEns","ed","","Y",NA,"regular",FALSE,NA
3,0,"condescended","kQndIsEndId","V",56,0.48,"condescend","kQndIsEnd","ed","","Y",NA,"regular",FALSE,NA
31,0.301,"conditioned","k@ndISHd","V",291,1.2,"condition","k@ndISH","ed","","Y",NA,"regular",FALSE,NA
5,0,"condoned","k@nd5nd","V",68,0.6,"condone","k@nd5n","ed","","Y",NA,"regular",FALSE,NA
82,0.699,"conducted","k@ndVktId","V",681,1.58,"conduct","k@ndVkt","ed","","Y",NA,"regular",FALSE,NA
16,0,"conferred","k@nf3d","V",170,0.95,"confer","k@nf3R","ed","","Y",NA,"regular",FALSE,NA
40,0.301,"confessed","k@nfEst","V",456,1.4,"confess","k@nfEs","ed","","Y",NA,"regular",FALSE,NA
14,0,"confided","k@nf2dId","V",126,0.85,"confide","k@nf2d","ed","","Y",NA,"regular",FALSE,NA
63,0.6021,"confined","k@nf2nd","V",431,1.38,"confine","k@nf2n","ed","","Y",NA,"regular",FALSE,NA
85,0.699,"confirmed","k@nf3md","V",795,1.64,"confirm","k@nf3m","ed","","Y",NA,"regular",FALSE,NA
8,0,"confiscated","kQnfIsk1tId","V",55,0.48,"confiscate","kQnfIsk1t","ed","","Y",NA,"regular",FALSE,NA
3,0,"conflicted","k@nflIktId","V",87,0.7,"conflict","k@nflIkt","ed","","Y",NA,"regular",FALSE,NA
5,0,"conformed","k@nf$md","V",210,1.08,"conform","k@nf$m","ed","","Y",NA,"regular",FALSE,NA
4,0,"confounded","k@nf6ndId","V",51,0.48,"confound","k@nf6nd","ed","","Y",NA,"regular",FALSE,NA
47,0.4771,"confronted","k@nfrVntId","V",464,1.42,"confront","k@nfrVnt","ed","","Y",NA,"regular",FALSE,NA
42,0.301,"confused","k@nfjuzd","V",370,1.32,"confuse","k@nfjuz","ed","","Y",NA,"regular",FALSE,NA
3,0,"congealed","k@n_ild","V",30,0.3,"congeal","k@n_il","ed","","Y",NA,"regular",FALSE,NA
13,0,"congratulated","k@ngr{JUl1tId","V",163,0.95,"congratulate","k@ngr{JUl1t","ed","","Y",NA,"regular",FALSE,NA
3,0,"congregated","kQNgrIg1tId","V",43,0.3,"congregate","kQNgrIg1t","ed","","Y",NA,"regular",FALSE,NA
3,0,"conjectured","k@n_EkJ@d","V",41,0.3,"conjecture","k@n_EkJ@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"conjured","kVn_@d","V",67,0.6,"conjure","kVn_@R","ed","","Y",NA,"regular",FALSE,NA
95,0.699,"connected","k@nEktId","V",720,1.6,"connect","k@nEkt","ed","","Y",NA,"regular",FALSE,NA
1,0,"connoted","k@n5tId","V",11,0,"connote","k@n5t","ed","","Y",NA,"regular",FALSE,NA
23,0,"conquered","kQNk@d","V",249,1.15,"conquer","kQNk@R","ed","","Y",NA,"regular",FALSE,NA
4,0,"conscripted","k@nskrIptId","V",25,0,"conscript","k@nskrIpt","ed","","Y",NA,"regular",FALSE,NA
7,0,"consecrated","kQnsIkr1tId","V",45,0.48,"consecrate","kQnsIkr1t","ed","","Y",NA,"regular",FALSE,NA
7,0,"consented","k@nsEntId","V",90,0.7,"consent","k@nsEnt","ed","","Y",NA,"regular",FALSE,NA
3,0,"conserved","k@ns3vd","V",116,0.78,"conserve","k@ns3v","ed","","Y",NA,"regular",FALSE,NA
363,1.301,"considered","k@nsId@d","V",3730,2.32,"consider","k@nsId@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"consigned","k@ns2nd","V",45,0.48,"consign","k@ns2n","ed","","Y",NA,"regular",FALSE,NA
8,0,"consoled","k@ns5ld","V",103,0.78,"console","k@ns5l","ed","","Y",NA,"regular",FALSE,NA
13,0,"consolidated","k@nsQlId1tId","V",128,0.85,"consolidate","k@nsQlId1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"conspired","k@nsp2@d","V",74,0.6,"conspire","k@nsp2@R","ed","","Y",NA,"regular",FALSE,NA
27,0.301,"constituted","kQnstItjutId","V",523,1.46,"constitute","kQnstItjut","ed","","Y",NA,"regular",FALSE,NA
11,0,"constrained","k@nstr1nd","V",70,0.6,"constrain","k@nstr1n","ed","","Y",NA,"regular",FALSE,NA
4,0,"constricted","k@nstrIktId","V",46,0.48,"constrict","k@nstrIkt","ed","","Y",NA,"regular",FALSE,NA
57,0.4771,"constructed","k@nstrVktId","V",511,1.45,"construct","k@nstrVkt","ed","","Y",NA,"regular",FALSE,NA
7,0,"construed","k@nstrud","V",40,0.3,"construe","k@nstru","ed","","Y",NA,"regular",FALSE,NA
38,0.301,"consulted","k@nsVltId","V",562,1.49,"consult","k@nsVlt","ed","","Y",NA,"regular",FALSE,NA
37,0.301,"consumed","k@nsjumd","V",423,1.38,"consume","k@nsjum","ed","","Y",NA,"regular",FALSE,NA
2,0,"consummated","kQns@m1tId","V",20,0,"consummate","kQns@m1t","ed","","Y",NA,"regular",FALSE,NA
15,0,"contacted","kQnt{ktId","V",235,1.11,"contact","kQnt{kt","ed","","Y",NA,"regular",FALSE,NA
129,0.8451,"contained","k@nt1nd","V",2244,2.1,"contain","k@nt1n","ed","","Y",NA,"regular",FALSE,NA
16,0,"contaminated","k@nt{mIn1tId","V",96,0.7,"contaminate","k@nt{mIn1t","ed","","Y",NA,"regular",FALSE,NA
14,0,"contemplated","kQntEmpl1tId","V",319,1.26,"contemplate","kQntEmpl1t","ed","","Y",NA,"regular",FALSE,NA
6,0,"contended","k@ntEndId","V",154,0.95,"contend","k@ntEnd","ed","","Y",NA,"regular",FALSE,NA
5,0,"contented","k@ntEntId","V",95,0.7,"content","k@ntEnt","ed","","Y",NA,"regular",FALSE,NA
7,0,"contested","k@ntEstId","V",88,0.7,"contest","k@ntEst","ed","","Y",NA,"regular",FALSE,NA
420,1.3617,"continued","k@ntInjud","V",4702,2.42,"continue","k@ntInju","ed","","Y",NA,"regular",FALSE,NA
9,0,"contorted","k@nt$tId","V",55,0.48,"contort","k@nt$t","ed","","Y",NA,"regular",FALSE,NA
20,0,"contracted","k@ntr{ktId","V",268,1.18,"contract","k@ntr{kt","ed","","Y",NA,"regular",FALSE,NA
6,0,"contradicted","kQntr@dIktId","V",131,0.85,"contradict","kQntr@dIkt","ed","","Y",NA,"regular",FALSE,NA
13,0,"contrasted","k@ntr#stId","V",181,1,"contrast","k@ntr#st","ed","","Y",NA,"regular",FALSE,NA
2,0,"contravened","kQntr@vind","V",25,0,"contravene","kQntr@vin","ed","","Y",NA,"regular",FALSE,NA
53,0.4771,"contributed","k@ntrIbjutId","V",753,1.62,"contribute","k@ntrIbjut","ed","","Y",NA,"regular",FALSE,NA
