"Cob","CobLog","past.o","past","Lemma.Class","Lemma.Cob","Lemma.CobLog","present.o","present","ending.2","ending.3","regular","category","class","monosyl","moder"
13,0,"softened","sQfHd","V",171,1,"soften","sQfH","ed","","Y",NA,"regular",FALSE,NA
13,0,"soiled","s4ld","V",138,0.9,"soil","s4l","ed","","Y",NA,"regular",TRUE,NA
1,0,"soldered","sQld@d","V",22,0,"solder","sQld@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"soldiered","s5l_@d","V",19,0,"soldier","s5l_@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"solicited","s@lIsItId","V",46,0.48,"solicit","s@lIsIt","ed","","Y",NA,"regular",FALSE,NA
4,0,"solidified","s@lIdIf2d","V",39,0.3,"solidify","s@lIdIf2","ed","","Y",NA,"regular",FALSE,NA
69,0.6021,"solved","sQlvd","V",938,1.72,"solve","sQlv","ed","","Y",NA,"regular",TRUE,NA
11,0,"soothed","suDd","V",130,0.85,"soothe","suD","ed","","Y",NA,"regular",TRUE,NA
1,0,"sorrowed","sQr5d","V",15,0,"sorrow","sQr5","ed","","Y",NA,"regular",FALSE,NA
26,0,"sorted","s$tId","V",719,1.6,"sort","s$t","ed","","Y","mono","regular",TRUE,NA
148,0.9031,"sounded","s6ndId","V",2245,2.1,"sound","s6nd","ed","","Y",NA,"regular",TRUE,NA
3,0,"soured","s6@d","V",41,0.3,"sour","s6@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"sowed","s5d","V",225,1.11,"sow","s5","ed","","Y",NA,"regular",TRUE,NA
12,0,"spaced","sp1st","V",64,0.6,"space","sp1s","ed","","Y",NA,"regular",TRUE,NA
5,0,"spanned","sp{nd","V",65,0.6,"span","sp{n","ed","","Y",NA,"regular",TRUE,NA
4,0,"spangled","sp{NgPd","V",21,0,"spangle","sp{NgP","ed","","Y",NA,"regular",FALSE,NA
3,0,"spanked","sp{Nkt","V",44,0.3,"spank","sp{Nk","ed","","Y",NA,"regular",TRUE,NA
29,0.301,"spared","sp8d","V",379,1.32,"spare","sp8R","ed","","Y",NA,"regular",TRUE,NA
7,0,"sparked","sp#kt","V",61,0.48,"spark","sp#k","ed","","Y",NA,"regular",TRUE,NA
7,0,"sparkled","sp#kPd","V",78,0.6,"sparkle","sp#kP","ed","","Y",NA,"regular",FALSE,NA
7,0,"spattered","sp{t@d","V",50,0.48,"spatter","sp{t@R","ed","","Y",NA,"regular",FALSE,NA
7,0,"spawned","sp$nd","V",90,0.7,"spawn","sp$n","ed","","Y",NA,"regular",TRUE,NA
2,0,"spayed","sp1d","V",24,0,"spay","sp1","ed","","Y",NA,"regular",TRUE,NA
2,0,"speared","sp7d","V",28,0.3,"spear","sp7R","ed","","Y",NA,"regular",TRUE,NA
2,0,"spearheaded","sp7hEdId","V",22,0,"spearhead","sp7hEd","ed","","Y",NA,"regular",FALSE,NA
8,0,"specialized","spES@l2zd","V",180,1,"specialize","spES@l2z","ed","","Y",NA,"regular",FALSE,NA
20,0,"specified","spEsIf2d","V",173,1,"specify","spEsIf2","ed","","Y",NA,"regular",FALSE,NA
9,0,"speculated","spEkjUl1tId","V",189,1.04,"speculate","spEkjUl1t","ed","","Y",NA,"regular",FALSE,NA
13,0,"spelled","spEld","V",319,1.26,"spell","spEl","ed","","Y","novowelt","regular",TRUE,"BURNT"
3,0,"spewed","spjud","V",41,0.3,"spew","spju","ed","","Y",NA,"regular",TRUE,NA
7,0,"spiced","sp2st","V",43,0.3,"spice","sp2s","ed","","Y",NA,"regular",TRUE,NA
6,0,"spiked","sp2kt","V",35,0.3,"spike","sp2k","ed","","Y",NA,"regular",TRUE,"DROVE"
21,0,"spilled","spIld","V",322,1.26,"spill","spIl","ed","","Y","novowelt","regular",TRUE,"BURNT"
3,0,"spiralled","sp2@r@ld","V",67,0.6,"spiral","sp2@r@l","ed","","Y",NA,"regular",FALSE,NA
3,0,"spirited","spIrItId","V",15,0,"spirit","spIrIt","ed","","Y",NA,"regular",FALSE,NA
17,0,"splashed","spl{St","V",180,1,"splash","spl{S","ed","","Y",NA,"regular",TRUE,NA
4,0,"splattered","spl{t@d","V",32,0.3,"splatter","spl{t@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"splayed","spl1d","V",23,0,"splay","spl1","ed","","Y",NA,"regular",TRUE,NA
1,0,"spliced","spl2st","V",10,0,"splice","spl2s","ed","","Y",NA,"regular",TRUE,NA
7,0,"splintered","splInt@d","V",60,0.48,"splinter","splInt@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"splurged","spl3_d","V",10,0,"splurge","spl3_","ed","","Y",NA,"regular",TRUE,NA
4,0,"spluttered","splVt@d","V",41,0.3,"splutter","splVt@R","ed","","Y",NA,"regular",FALSE,NA
31,0.301,"spoiled","sp4ld","V",522,1.46,"spoil","sp4l","ed","","Y",NA,"regular",TRUE,NA
2,0,"sponged","spVn_d","V",38,0.3,"sponge","spVn_","ed","","Y",NA,"regular",TRUE,NA
22,0,"sponsored","spQns@d","V",170,0.95,"sponsor","spQns@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"spooked","spukt","V",16,0,"spook","spuk","ed","","Y",NA,"regular",TRUE,NA
2,0,"spooned","spund","V",53,0.48,"spoon","spun","ed","","Y",NA,"regular",TRUE,NA
5,0,"sported","sp$tId","V",47,0.48,"sport","sp$t","ed","","Y","mono","regular",TRUE,NA
36,0.301,"spotted","spQtId","V",406,1.36,"spot","spQt","ed","","Y","mono","regular",TRUE,NA
2,0,"spouted","sp6tId","V",32,0.3,"spout","sp6t","ed","","Y","mono","regular",TRUE,NA
3,0,"sprained","spr1nd","V",22,0,"sprain","spr1n","ed","","Y",NA,"regular",TRUE,NA
14,0,"sprawled","spr$ld","V",165,0.95,"sprawl","spr$l","ed","","Y",NA,"regular",TRUE,NA
13,0,"sprayed","spr1d","V",180,1,"spray","spr1","ed","","Y",NA,"regular",TRUE,NA
4,0,"spreadeagled","sprEdigPd","V",25,0,"spreadeagle","sprEdigP","ed","","Y",NA,"regular",FALSE,NA
14,0,"sprinkled","sprINkPd","V",204,1.04,"sprinkle","sprINkP","ed","","Y",NA,"regular",FALSE,NA
3,0,"sprinted","sprIntId","V",49,0.48,"sprint","sprInt","ed","","Y","mono","regular",TRUE,NA
8,0,"sprouted","spr6tId","V",126,0.85,"sprout","spr6t","ed","","Y","mono","regular",TRUE,NA
9,0,"spurred","sp3d","V",62,0.48,"spur","sp3R","ed","","Y",NA,"regular",TRUE,NA
6,0,"spurned","sp3nd","V",44,0.3,"spurn","sp3n","ed","","Y","novowelt","regular",TRUE,"BURNT"
2,0,"spurted","sp3tId","V",22,0,"spurt","sp3t","ed","","Y","mono","regular",TRUE,NA
3,0,"spurted","sp3tId","V",30,0.3,"spurt","sp3t","ed","","Y","mono","regular",TRUE,NA
2,0,"sputtered","spVt@d","V",18,0,"sputter","spVt@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"spied","sp2d","V",88,0.7,"spy","sp2","ed","","Y",NA,"regular",TRUE,NA
1,0,"squabbled","skwQbPd","V",27,0.3,"squabble","skwQbP","ed","","Y",NA,"regular",FALSE,NA
5,0,"squandered","skwQnd@d","V",57,0.48,"squander","skwQnd@R","ed","","Y",NA,"regular",FALSE,NA
39,0.301,"squared","skw8d","V",246,1.15,"square","skw8R","ed","","Y",NA,"regular",TRUE,NA
12,0,"squashed","skwQSt","V",86,0.7,"squash","skwQS","ed","","Y",NA,"regular",TRUE,NA
16,0,"squatted","skwQtId","V",219,1.08,"squat","skwQt","ed","","Y","mono","regular",TRUE,NA
2,0,"squawked","skw$kt","V",33,0.3,"squawk","skw$k","ed","","Y",NA,"regular",TRUE,NA
4,0,"squeaked","skwikt","V",74,0.6,"squeak","skwik","ed","","Y",NA,"regular",TRUE,"DROVE"
5,0,"squealed","skwild","V",79,0.6,"squeal","skwil","ed","","Y","vowelt","regular",TRUE,"KEPT"
44,0.301,"squeezed","skwizd","V",497,1.45,"squeeze","skwiz","ed","","Y",NA,"regular",TRUE,"DROVE"
2,0,"squelched","skwElJt","V",23,0,"squelch","skwElJ","ed","","Y",NA,"regular",TRUE,NA
11,0,"squinted","skwIntId","V",124,0.85,"squint","skwInt","ed","","Y","mono","regular",TRUE,NA
5,0,"squirmed","skw3md","V",89,0.7,"squirm","skw3m","ed","","Y",NA,"regular",TRUE,NA
4,0,"squirted","skw3tId","V",56,0.48,"squirt","skw3t","ed","","Y","mono","regular",TRUE,NA
15,0,"stabbed","st{bd","V",140,0.9,"stab","st{b","ed","","Y",NA,"regular",TRUE,NA
5,0,"stabilized","st1b@l2zd","V",81,0.7,"stabilize","st1b@l2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"stabled","st1bPd","V",11,0,"stable","st1bP","ed","","Y",NA,"regular",FALSE,NA
27,0.301,"stacked","st{kt","V",198,1.04,"stack","st{k","ed","","Y",NA,"regular",TRUE,NA
11,0,"staffed","st#ft","V",88,0.7,"staff","st#f","ed","","Y",NA,"regular",TRUE,NA
21,0,"staged","st1_d","V",243,1.15,"stage","st1_","ed","","Y",NA,"regular",TRUE,NA
28,0.301,"staggered","st{g@d","V",240,1.11,"stagger","st{g@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"stagnated","st{gn1tId","V",29,0.3,"stagnate","st{gn1t","ed","","Y",NA,"regular",FALSE,NA
34,0.301,"stained","st1nd","V",214,1.08,"stain","st1n","ed","","Y",NA,"regular",TRUE,NA
4,0,"staked","st1kt","V",46,0.48,"stake","st1k","ed","","Y",NA,"regular",TRUE,NA
14,0,"stalked","st$kt","V",150,0.9,"stalk","st$k","ed","","Y",NA,"regular",TRUE,NA
7,0,"stalled","st$ld","V",72,0.6,"stall","st$l","ed","","Y",NA,"regular",TRUE,NA
7,0,"stammered","st{m@d","V",56,0.48,"stammer","st{m@R","ed","","Y",NA,"regular",FALSE,NA
33,0.301,"stamped","st{mpt","V",298,1.23,"stamp","st{mp","ed","","Y",NA,"regular",TRUE,NA
2,0,"stampeded","st{mpidId","V",18,0,"stampede","st{mpid","ed","","Y",NA,"regular",FALSE,NA
10,0,"standardized","st{nd@d2zd","V",73,0.6,"standardize","st{nd@d2z","ed","","Y",NA,"regular",FALSE,NA
4,0,"starred","st#d","V",94,0.7,"star","st#R","ed","","Y",NA,"regular",TRUE,NA
11,0,"starched","st#Jt","V",93,0.7,"starch","st#J","ed","","Y",NA,"regular",TRUE,NA
205,1.0414,"stared","st8d","V",2175,2.08,"stare","st8R","ed","","Y",NA,"regular",TRUE,NA
726,1.6021,"started","st#tId","V",8092,2.65,"start","st#t","ed","","Y","mono","regular",TRUE,NA
62,0.4771,"startled","st#tPd","V",532,1.48,"startle","st#tP","ed","","Y",NA,"regular",FALSE,NA
19,0,"starved","st#vd","V",364,1.3,"starve","st#v","ed","","Y",NA,"regular",TRUE,NA
3,0,"stashed","st{St","V",23,0,"stash","st{S","ed","","Y",NA,"regular",TRUE,NA
97,0.699,"stated","st1tId","V",904,1.7,"state","st1t","ed","","Y","mono","regular",TRUE,NA
23,0,"stationed","st1SHd","V",125,0.85,"station","st1SH","ed","","Y",NA,"regular",FALSE,NA
1,0,"staunched","st$nJt","V",14,0,"staunch","st$nJ","ed","","Y",NA,"regular",TRUE,NA
201,1.0414,"stayed","st1d","V",4487,2.4,"stay","st1","ed","","Y",NA,"regular",TRUE,NA
5,0,"steadied","stEdId","V",115,0.78,"steady","stEdI","ed","","Y",NA,"regular",FALSE,NA
12,0,"steamed","stimd","V",192,1.04,"steam","stim","ed","","Y","vowelt","regular",TRUE,"KEPT"
1,0,"steeled","stild","V",48,0.48,"steel","stil","ed","","Y","vowelt","regular",TRUE,"KEPT"
4,0,"steeped","stipt","V",35,0.3,"steep","stip","ed","","Y","vowelt","regular",TRUE,"KEPT"
11,0,"steered","st7d","V",263,1.18,"steer","st7R","ed","","Y",NA,"regular",TRUE,NA
12,0,"stemmed","stEmd","V",239,1.11,"stem","stEm","ed","","Y",NA,"regular",TRUE,NA
4,0,"stencilled","stEnsPd","V",20,0,"stencil","stEnsP","ed","","Y",NA,"regular",FALSE,NA
119,0.8451,"stepped","stEpt","V",1030,1.76,"step","stEp","ed","","Y",NA,"regular",TRUE,NA
8,0,"stereotyped","st7r7t2pt","V",55,0.48,"stereotype","st7r7t2p","ed","","Y",NA,"regular",FALSE,NA
18,0,"sterilized","stEr@l2zd","V",155,0.95,"sterilize","stEr@l2z","ed","","Y",NA,"regular",FALSE,NA
8,0,"stewed","stjud","V",74,0.6,"stew","stju","ed","","Y",NA,"regular",TRUE,NA
12,0,"stiffened","stIfHd","V",106,0.78,"stiffen","stIfH","ed","","Y",NA,"regular",FALSE,NA
11,0,"stifled","st2fPd","V",156,0.95,"stifle","st2fP","ed","","Y",NA,"regular",FALSE,NA
3,0,"stigmatized","stIgm@t2zd","V",26,0,"stigmatize","stIgm@t2z","ed","","Y",NA,"regular",FALSE,NA
4,0,"stilled","stIld","V",24,0,"still","stIl","ed","","Y","novowelt","regular",TRUE,"BURNT"
26,0,"stimulated","stImjUl1tId","V",353,1.3,"stimulate","stImjUl1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"stipulated","stIpjUl1tId","V",37,0.3,"stipulate","stIpjUl1t","ed","","Y",NA,"regular",FALSE,NA
50,0.4771,"stirred","st3d","V",735,1.61,"stir","st3R","ed","","Y",NA,"regular",TRUE,NA
9,0,"stitched","stIJt","V",77,0.6,"stitch","stIJ","ed","","Y",NA,"regular",TRUE,NA
8,0,"stocked","stQkt","V",154,0.95,"stock","stQk","ed","","Y",NA,"regular",TRUE,NA
1,0,"stockpiled","stQkp2ld","V",22,0,"stockpile","stQkp2l","ed","","Y",NA,"regular",FALSE,NA
1,0,"stoked","st5kt","V",88,0.7,"stoke","st5k","ed","","Y",NA,"regular",TRUE,NA
4,0,"stomped","stQmpt","V",41,0.3,"stomp","stQmp","ed","","Y",NA,"regular",TRUE,NA
6,0,"stoned","st5nd","V",107,0.78,"stone","st5n","ed","","Y",NA,"regular",TRUE,NA
14,0,"stooped","stupt","V",134,0.85,"stoop","stup","ed","","Y",NA,"regular",TRUE,NA
521,1.4624,"stopped","stQpt","V",5955,2.52,"stop","stQp","ed","","Y",NA,"regular",TRUE,NA
60,0.4771,"stored","st$d","V",551,1.49,"store","st$R","ed","","Y",NA,"regular",TRUE,NA
11,0,"stormed","st$md","V",144,0.9,"storm","st$m","ed","","Y",NA,"regular",TRUE,NA
5,0,"stowed","st5d","V",56,0.48,"stow","st5","ed","","Y",NA,"regular",TRUE,NA
4,0,"straddled","str{dPd","V",50,0.48,"straddle","str{dP","ed","","Y",NA,"regular",FALSE,NA
1,0,"strafed","str#ft","V",15,0,"strafe","str#f","ed","","Y",NA,"regular",TRUE,NA
2,0,"straggled","str{gPd","V",35,0.3,"straggle","str{gP","ed","","Y",NA,"regular",FALSE,NA
32,0.301,"straightened","str1tHd","V",330,1.26,"straighten","str1tH","ed","","Y",NA,"regular",FALSE,NA
28,0.301,"strained","str1nd","V",359,1.3,"strain","str1n","ed","","Y",NA,"regular",TRUE,NA
1,0,"stranded","str{ndId","V",13,0,"strand","str{nd","ed","","Y",NA,"regular",TRUE,NA
24,0,"strangled","str{NgPd","V",206,1.04,"strangle","str{NgP","ed","","Y",NA,"regular",FALSE,NA
16,0,"strapped","str{pt","V",104,0.78,"strap","str{p","ed","","Y",NA,"regular",TRUE,NA
2,0,"stratified","str{tIf2d","V",16,0,"stratify","str{tIf2","ed","","Y",NA,"regular",FALSE,NA
10,0,"strayed","str1d","V",111,0.78,"stray","str1","ed","","Y",NA,"regular",TRUE,NA
12,0,"streaked","strikt","V",79,0.6,"streak","strik","ed","","Y",NA,"regular",TRUE,"DROVE"
12,0,"streamed","strimd","V",203,1.04,"stream","strim","ed","","Y","vowelt","regular",TRUE,"KEPT"
32,0.301,"strengthened","strENTHd","V",511,1.45,"strengthen","strENTH","ed","","Y",NA,"regular",FALSE,NA
39,0.301,"stressed","strEst","V",473,1.42,"stress","strEs","ed","","Y",NA,"regular",TRUE,NA
115,0.7782,"stretched","strEJt","V",1209,1.83,"stretch","strEJ","ed","","Y",NA,"regular",TRUE,NA
1,0,"strewed","strud","V",103,0.78,"strew","stru","ed","","Y",NA,"regular",TRUE,NA
47,0.4771,"stripped","strIpt","V",360,1.3,"strip","strIp","ed","","Y",NA,"regular",TRUE,NA
25,0,"stroked","str5kt","V",336,1.28,"stroke","str5k","ed","","Y",NA,"regular",TRUE,NA
25,0,"strolled","str5ld","V",232,1.11,"stroll","str5l","ed","","Y",NA,"regular",TRUE,NA
21,0,"structured","strVkJ@d","V",206,1.04,"structure","strVkJ@R","ed","","Y",NA,"regular",FALSE,NA
52,0.4771,"struggled","strVgPd","V",782,1.64,"struggle","strVgP","ed","","Y",NA,"regular",FALSE,NA
1,0,"strummed","strVmd","V",15,0,"strum","strVm","ed","","Y",NA,"regular",TRUE,NA
3,0,"strutted","strVtId","V",55,0.48,"strut","strVt","ed","","Y","mono","regular",TRUE,NA
6,0,"stubbed","stVbd","V",47,0.48,"stub","stVb","ed","","Y",NA,"regular",TRUE,NA
11,0,"studded","stVdId","V",59,0.48,"stud","stVd","ed","","Y",NA,"regular",TRUE,NA
153,0.9542,"studied","stVdId","V",2103,2.07,"study","stVdI","ed","","Y",NA,"regular",FALSE,NA
57,0.4771,"stuffed","stVft","V",383,1.32,"stuff","stVf","ed","","Y",NA,"regular",TRUE,NA
1,0,"stultified","stVltIf2d","V",26,0,"stultify","stVltIf2","ed","","Y",NA,"regular",FALSE,NA
39,0.301,"stumbled","stVmbPd","V",364,1.3,"stumble","stVmbP","ed","","Y",NA,"regular",FALSE,NA
6,0,"stumped","stVmpt","V",49,0.48,"stump","stVmp","ed","","Y",NA,"regular",TRUE,NA
34,0.301,"stunned","stVnd","V",218,1.08,"stun","stVn","ed","","Y",NA,"regular",TRUE,NA
10,0,"stunted","stVntId","V",63,0.6,"stunt","stVnt","ed","","Y","mono","regular",TRUE,NA
4,0,"stupefied","stjupIf2d","V",31,0.3,"stupefy","stjupIf2","ed","","Y",NA,"regular",FALSE,NA
2,0,"stuttered","stVt@d","V",39,0.3,"stutter","stVt@R","ed","","Y",NA,"regular",FALSE,NA
5,0,"styled","st2ld","V",85,0.7,"style","st2l","ed","","Y",NA,"regular",TRUE,"DROVE"
15,0,"stylized","st2l2zd","V",79,0.6,"stylize","st2l2z","ed","","Y",NA,"regular",FALSE,NA
5,0,"subdivided","sVbdIv2dId","V",31,0.3,"subdivide","sVbdIv2d","ed","","Y",NA,"regular",FALSE,NA
4,0,"subdued","s@bdjud","V",57,0.48,"subdue","s@bdju","ed","","Y",NA,"regular",FALSE,NA
40,0.301,"subjected","s@b_EktId","V",216,1.08,"subject","s@b_Ekt","ed","","Y",NA,"regular",FALSE,NA
2,0,"subjugated","sVb_Ug1tId","V",19,0,"subjugate","sVb_Ug1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"sublimated","sVblIm1tId","V",22,0,"sublimate","sVblIm1t","ed","","Y",NA,"regular",FALSE,NA
7,0,"submerged","s@bm3_d","V",62,0.48,"submerge","s@bm3_","ed","","Y",NA,"regular",FALSE,NA
38,0.301,"submitted","s@bmItId","V",427,1.38,"submit","s@bmIt","ed","","Y",NA,"regular",FALSE,NA
5,0,"subordinated","s@b$dIn1tId","V",38,0.3,"subordinate","s@b$dIn1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"subpoenaed","s@bpin@d","V",14,0,"subpoena","s@bpin@","ed","","Y",NA,"regular",FALSE,NA
8,0,"subscribed","s@bskr2bd","V",96,0.7,"subscribe","s@bskr2b","ed","","Y",NA,"regular",FALSE,NA
16,0,"subsided","s@bs2dId","V",142,0.9,"subside","s@bs2d","ed","","Y",NA,"regular",FALSE,NA
25,0,"subsidized","sVbsId2zd","V",212,1.08,"subsidize","sVbsId2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"subsisted","s@bsIstId","V",32,0.3,"subsist","s@bsIst","ed","","Y",NA,"regular",FALSE,NA
2,0,"substantiated","s@bst{nSI1tId","V",27,0.3,"substantiate","s@bst{nSI1t","ed","","Y",NA,"regular",FALSE,NA
12,0,"substituted","sVbstItjutId","V",272,1.18,"substitute","sVbstItjut","ed","","Y",NA,"regular",FALSE,NA
3,0,"subsumed","s@bsjumd","V",23,0,"subsume","s@bsjum","ed","","Y",NA,"regular",FALSE,NA
3,0,"subtracted","s@btr{ktId","V",72,0.6,"subtract","s@btr{kt","ed","","Y",NA,"regular",FALSE,NA
1,0,"subverted","sVbv3tId","V",36,0.3,"subvert","sVbv3t","ed","","Y",NA,"regular",FALSE,NA
114,0.7782,"succeeded","s@ksidId","V",1187,1.82,"succeed","s@ksid","ed","","Y",NA,"regular",FALSE,NA
11,0,"succumbed","s@kVmd","V",107,0.78,"succumb","s@kVm","ed","","Y",NA,"regular",FALSE,NA
34,0.301,"sucked","sVkt","V",643,1.56,"suck","sVk","ed","","Y",NA,"regular",TRUE,NA
2,0,"suckled","sVkPd","V",40,0.3,"suckle","sVkP","ed","","Y",NA,"regular",FALSE,NA
9,0,"sued","sud","V",220,1.08,"sue","su","ed","","Y",NA,"regular",TRUE,NA
154,0.9542,"suffered","sVf@d","V",2156,2.08,"suffer","sVf@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"sufficed","s@f2st","V",93,0.7,"suffice","s@f2s","ed","","Y",NA,"regular",FALSE,NA
4,0,"suffocated","sVf@k1tId","V",88,0.7,"suffocate","sVf@k1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"suffused","s@fjuzd","V",26,0,"suffuse","s@fjuz","ed","","Y",NA,"regular",FALSE,NA
2,0,"sugared","SUg@d","V",14,0,"sugar","SUg@R","ed","","Y",NA,"regular",FALSE,NA
334,1.2788,"suggested","s@_EstId","V",4108,2.36,"suggest","s@_Est","ed","","Y",NA,"regular",FALSE,NA
63,0.6021,"suited","sutId","V",840,1.67,"suit","sut","ed","","Y","mono","regular",TRUE,NA
4,0,"sulked","sVlkt","V",70,0.6,"sulk","sVlk","ed","","Y",NA,"regular",TRUE,NA
1,0,"sullied","sVlId","V",15,0,"sully","sVlI","ed","","Y",NA,"regular",FALSE,NA
15,0,"summarized","sVm@r2zd","V",146,0.9,"summarize","sVm@r2z","ed","","Y",NA,"regular",FALSE,NA
40,0.301,"summoned","sVm@nd","V",321,1.26,"summon","sVm@n","ed","","Y",NA,"regular",FALSE,NA
1,0,"sunned","sVnd","V",19,0,"sun","sVn","ed","","Y",NA,"regular",TRUE,NA
1,0,"sunbathed","sVnb1Dd","V",30,0.3,"sunbathe","sVnb1D","ed","","Y",NA,"regular",FALSE,NA
1,0,"supped","sVpt","V",22,0,"sup","sVp","ed","","Y",NA,"regular",TRUE,NA
8,0,"superimposed","sup@rImp5zd","V",46,0.48,"superimpose","sup@rImp5z","ed","","Y",NA,"regular",FALSE,NA
9,0,"superseded","sup@sidId","V",60,0.48,"supersede","sup@sid","ed","","Y",NA,"regular",FALSE,NA
11,0,"supervised","sup@v2zd","V",152,0.9,"supervise","sup@v2z","ed","","Y",NA,"regular",FALSE,NA
7,0,"supplanted","s@pl#ntId","V",64,0.6,"supplant","s@pl#nt","ed","","Y",NA,"regular",FALSE,NA
15,0,"supplemented","sVplImEntId","V",169,0.95,"supplement","sVplImEnt","ed","","Y",NA,"regular",FALSE,NA
74,0.6021,"supplied","s@pl2d","V",920,1.71,"supply","s@pl2","ed","","Y",NA,"regular",FALSE,NA
145,0.9031,"supported","s@p$tId","V",2114,2.07,"support","s@p$t","ed","","Y",NA,"regular",FALSE,NA
292,1.2041,"supposed","s@p5zd","V",4071,2.36,"suppose","s@p5z","ed","","Y",NA,"regular",FALSE,NA
38,0.301,"suppressed","s@prEst","V",410,1.36,"suppress","s@prEs","ed","","Y",NA,"regular",FALSE,NA
8,0,"surfaced","s3fIst","V",70,0.6,"surface","s3fIs","ed","","Y",NA,"regular",FALSE,NA
9,0,"surged","s3_d","V",103,0.78,"surge","s3_","ed","","Y",NA,"regular",TRUE,NA
5,0,"surmised","s3m2zd","V",39,0.3,"surmise","s3m2z","ed","","Y",NA,"regular",FALSE,NA
6,0,"surmounted","s3m6ntId","V",53,0.48,"surmount","s3m6nt","ed","","Y",NA,"regular",FALSE,NA
5,0,"surpassed","s@p#st","V",56,0.48,"surpass","s@p#s","ed","","Y",NA,"regular",FALSE,NA
29,0.301,"surprised","s@pr2zd","V",275,1.18,"surprise","s@pr2z","ed","","Y",NA,"regular",FALSE,NA
18,0,"surrendered","s@rEnd@d","V",274,1.18,"surrender","s@rEnd@R","ed","","Y",NA,"regular",FALSE,NA
116,0.7782,"surrounded","s@r6ndId","V",873,1.69,"surround","s@r6nd","ed","","Y",NA,"regular",FALSE,NA
25,0,"surveyed","s@v1d","V",253,1.15,"survey","s@v1","ed","","Y",NA,"regular",FALSE,NA
100,0.7782,"survived","s@v2vd","V",1603,1.95,"survive","s@v2v","ed","","Y",NA,"regular",FALSE,NA
109,0.7782,"suspected","s@spEktId","V",1131,1.8,"suspect","s@spEkt","ed","","Y",NA,"regular",FALSE,NA
56,0.4771,"suspended","s@spEndId","V",319,1.26,"suspend","s@spEnd","ed","","Y",NA,"regular",FALSE,NA
55,0.4771,"sustained","s@st1nd","V",519,1.46,"sustain","s@st1n","ed","","Y",NA,"regular",FALSE,NA
1,0,"swaddled","swQdPd","V",14,0,"swaddle","swQdP","ed","","Y",NA,"regular",FALSE,NA
1,0,"swaggered","sw{g@d","V",21,0,"swagger","sw{g@R","ed","","Y",NA,"regular",FALSE,NA
60,0.4771,"swallowed","swQl5d","V",594,1.52,"swallow","swQl5","ed","","Y",NA,"regular",FALSE,NA
12,0,"swamped","swQmpt","V",74,0.6,"swamp","swQmp","ed","","Y",NA,"regular",TRUE,NA
7,0,"swapped","swQpt","V",102,0.78,"swap","swQp","ed","","Y",NA,"regular",TRUE,NA
9,0,"swarmed","sw$md","V",141,0.9,"swarm","sw$m","ed","","Y",NA,"regular",TRUE,NA
1,0,"swatted","swQtId","V",17,0,"swat","swQt","ed","","Y","mono","regular",TRUE,NA
6,0,"swathed","sw1Dd","V",38,0.3,"swathe","sw1D","ed","","Y",NA,"regular",TRUE,NA
25,0,"swayed","sw1d","V",324,1.26,"sway","sw1","ed","","Y",NA,"regular",TRUE,NA
10,0,"sweated","swEtId","V",299,1.23,"sweat","swEt","ed","","Y","mono","regular",TRUE,NA
6,0,"sweetened","switHd","V",49,0.48,"sweeten","switH","ed","","Y",NA,"regular",FALSE,NA
17,0,"swelled","swEld","V",270,1.18,"swell","swEl","ed","","Y","novowelt","regular",TRUE,"BURNT"
9,0,"swerved","sw3vd","V",73,0.6,"swerve","sw3v","ed","","Y",NA,"regular",TRUE,NA
2,0,"swigged","swIgd","V",21,0,"swig","swIg","ed","","Y",NA,"regular",TRUE,NA
2,0,"swilled","swIld","V",32,0.3,"swill","swIl","ed","","Y","novowelt","regular",TRUE,"BURNT"
1,0,"swindled","swIndPd","V",15,0,"swindle","swIndP","ed","","Y",NA,"regular",FALSE,NA
1,0,"swiped","sw2pt","V",13,0,"swipe","sw2p","ed","","Y",NA,"regular",TRUE,NA
10,0,"swirled","sw3ld","V",176,1,"swirl","sw3l","ed","","Y","novowelt","regular",TRUE,"BURNT"
1,0,"swished","swISt","V",35,0.3,"swish","swIS","ed","","Y",NA,"regular",TRUE,NA
78,0.6021,"switched","swIJt","V",780,1.63,"switch","swIJ","ed","","Y",NA,"regular",TRUE,NA
6,0,"swivelled","swIvPd","V",67,0.6,"swivel","swIvP","ed","","Y",NA,"regular",FALSE,NA
2,0,"swooned","swund","V",26,0,"swoon","swun","ed","","Y",NA,"regular",TRUE,NA
